80,BigSteam,Up,81
81,BigSteam,Down,82
82,BigSteam,Up,83
83,BigSteam,Down,84
84,BigSteam,Up,85
85,BigSteam,Down,
990Y,Railbus,Up,91Y
91Y,Railbus,Down,92Y
92Y,Railbus,Up,95Y
95Y,Railbus,Down,94Y
94Y,Railbus,Up,99Y
99Y,Railbus,Down,
